Date,City,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h)
2023-08-02,Mumbai,27.22,96.23,36.27,21.58
2023-08-02,Pune,20.7,93.36,39.23,13.05
2023-08-02,Nagpur,29.59,97.3,26.74,5.53
2023-08-02,Nashik,29.88,91.11,36.32,20.98
2023-08-02,Aurangabad,27.85,98.88,14.72,21.56
2023-08-02,Solapur,27.54,98.89,6.62,6.0
2023-08-02,Kolhapur,27.53,83.03,17.76,6.78
2023-08-02,Amravati,24.51,82.62,30.98,17.72
2023-08-03,Mumbai,20.05,91.55,23.56,21.13
2023-08-03,Pune,22.55,80.84,21.14,11.28
2023-08-03,Nagpur,27.27,81.94,43.17,21.56
2023-08-03,Nashik,16.61,88.71,6.82,6.7
2023-08-03,Aurangabad,24.91,86.86,27.3,13.53
2023-08-03,Solapur,28.53,87.75,14.89,7.29
2023-08-03,Kolhapur,21.25,92.89,32.19,18.91
2023-08-03,Amravati,27.38,90.61,29.92,11.19
2023-08-04,Mumbai,20.24,82.15,36.1,11.07
2023-08-04,Pune,24.95,94.58,28.2,16.66
2023-08-04,Nagpur,25.04,85.91,5.66,14.53
2023-08-04,Nashik,18.44,80.12,43.92,17.51
2023-08-04,Aurangabad,25.53,97.53,26.95,9.16
2023-08-04,Solapur,29.15,93.9,10.2,16.64
2023-08-04,Kolhapur,23.87,80.03,49.99,15.71
2023-08-04,Amravati,22.12,85.82,39.09,6.86
2023-08-05,Mumbai,23.03,81.03,30.7,18.03
2023-08-05,Pune,28.26,97.06,22.66,14.26
2023-08-05,Nagpur,23.26,81.73,14.89,20.54
2023-08-05,Nashik,21.86,93.87,15.14,14.8
2023-08-05,Aurangabad,30.03,92.99,39.73,17.14
2023-08-05,Solapur,22.34,98.82,24.8,8.13
2023-08-05,Kolhapur,19.34,80.99,47.83,15.36
2023-08-05,Amravati,24.86,92.08,42.17,12.04
2023-08-06,Mumbai,21.78,98.92,18.26,14.92
2023-08-06,Pune,19.84,91.81,9.23,20.02
2023-08-06,Nagpur,27.96,80.83,48.68,7.8
2023-08-06,Nashik,18.93,84.06,43.77,6.09
2023-08-06,Aurangabad,21.08,81.62,40.73,21.55
2023-08-06,Solapur,26.27,99.56,39.63,16.84
2023-08-06,Kolhapur,21.96,89.45,27.38,5.84
2023-08-06,Amravati,22.65,98.9,21.85,13.64
2023-08-07,Mumbai,17.23,94.47,31.05,24.88
2023-08-07,Pune,25.02,98.95,49.17,5.85
2023-08-07,Nagpur,29.06,84.69,22.44,13.52
2023-08-07,Nashik,21.86,86.52,6.88,15.45
2023-08-07,Aurangabad,21.36,87.93,11.0,9.02
2023-08-07,Solapur,31.33,91.5,44.11,22.12
2023-08-07,Kolhapur,21.18,88.75,26.44,5.33
2023-08-07,Amravati,30.55,98.02,30.84,9.89
2023-08-08,Mumbai,25.2,88.17,47.31,17.3
2023-08-08,Pune,27.49,92.43,36.89,6.69
2023-08-08,Nagpur,28.11,81.1,25.02,12.97
2023-08-08,Nashik,27.78,83.42,35.44,9.73
2023-08-08,Aurangabad,24.39,91.76,13.87,14.41
2023-08-08,Solapur,26.5,84.69,49.45,7.28
2023-08-08,Kolhapur,20.97,83.99,26.33,10.33
2023-08-08,Amravati,25.03,95.39,29.22,22.83
2023-08-09,Mumbai,26.51,84.01,46.33,8.86
2023-08-09,Pune,23.59,93.04,30.71,24.9
2023-08-09,Nagpur,26.35,85.82,14.81,9.01
2023-08-09,Nashik,24.33,93.06,44.35,12.26
2023-08-09,Aurangabad,24.2,84.34,13.08,23.68
2023-08-09,Solapur,32.69,84.58,24.51,11.08
2023-08-09,Kolhapur,22.28,81.18,41.57,24.05
2023-08-09,Amravati,23.41,89.73,8.57,12.85
2023-08-10,Mumbai,22.83,92.26,32.54,9.99
2023-08-10,Pune,27.84,92.23,17.95,5.84
2023-08-10,Nagpur,25.64,84.51,8.83,8.95
2023-08-10,Nashik,23.42,94.52,49.09,10.98
2023-08-10,Aurangabad,24.65,94.57,36.87,22.33
2023-08-10,Solapur,34.52,83.65,12.26,19.7
2023-08-10,Kolhapur,26.13,90.75,27.0,11.89
2023-08-10,Amravati,22.66,97.62,24.29,24.69
2023-08-11,Mumbai,19.8,81.3,22.92,11.62
2023-08-11,Pune,19.78,87.77,38.09,15.49
2023-08-11,Nagpur,27.12,97.5,41.29,8.72
2023-08-11,Nashik,22.72,94.97,18.49,9.67
2023-08-11,Aurangabad,22.65,97.5,11.82,17.1
2023-08-11,Solapur,27.58,95.7,16.5,20.5
2023-08-11,Kolhapur,19.86,92.53,37.06,12.45
2023-08-11,Amravati,31.17,80.5,23.71,14.61
2023-08-12,Mumbai,21.71,96.29,18.52,22.8
2023-08-12,Pune,22.2,84.29,35.58,18.62
2023-08-12,Nagpur,31.08,92.28,33.72,15.99
2023-08-12,Nashik,17.37,96.24,37.02,24.88
2023-08-12,Aurangabad,25.58,98.25,5.11,18.92
2023-08-12,Solapur,30.34,82.69,37.83,19.53
2023-08-12,Kolhapur,21.79,82.57,22.02,15.16
2023-08-12,Amravati,24.04,82.1,39.64,13.24
2023-08-13,Mumbai,26.63,95.23,48.66,24.97
2023-08-13,Pune,17.93,96.8,20.53,9.9
2023-08-13,Nagpur,30.26,81.16,16.36,6.42
2023-08-13,Nashik,21.36,86.59,7.35,14.09
2023-08-13,Aurangabad,28.61,83.14,6.39,6.3
2023-08-13,Solapur,29.28,85.4,20.36,24.77
2023-08-13,Kolhapur,27.52,90.31,40.4,13.49
2023-08-13,Amravati,29.75,82.76,26.42,12.83
2023-08-14,Mumbai,23.66,80.08,19.65,24.13
2023-08-14,Pune,21.35,89.05,20.56,14.93
2023-08-14,Nagpur,24.82,81.49,25.2,11.78
2023-08-14,Nashik,22.97,95.04,7.64,10.91
2023-08-14,Aurangabad,23.09,86.52,22.24,22.62
2023-08-14,Solapur,25.71,93.73,29.48,9.07
2023-08-14,Kolhapur,22.49,97.03,39.81,24.41
2023-08-14,Amravati,25.95,99.0,32.35,19.31
2023-08-15,Mumbai,22.91,91.45,8.65,13.25
2023-08-15,Pune,22.08,89.99,29.65,8.64
2023-08-15,Nagpur,27.38,97.66,10.91,20.81
2023-08-15,Nashik,24.2,90.41,5.74,12.14
2023-08-15,Aurangabad,32.32,96.92,26.6,16.84
2023-08-15,Solapur,24.85,89.49,43.58,24.64
2023-08-15,Kolhapur,24.21,99.48,23.61,18.38
2023-08-15,Amravati,26.1,91.6,29.14,11.92
2023-08-16,Mumbai,24.81,93.35,28.82,24.03
2023-08-16,Pune,19.54,81.04,17.02,12.49
2023-08-16,Nagpur,30.25,87.51,7.88,10.56
2023-08-16,Nashik,21.01,89.76,16.58,13.84
2023-08-16,Aurangabad,26.41,93.48,41.24,16.78
2023-08-16,Solapur,33.86,82.56,8.21,6.69
2023-08-16,Kolhapur,18.76,87.77,19.44,6.52
2023-08-16,Amravati,29.15,81.39,12.76,13.5
2023-08-17,Mumbai,22.62,85.41,39.61,13.51
2023-08-17,Pune,20.55,83.77,25.44,17.46
2023-08-17,Nagpur,27.73,81.34,42.35,5.69
2023-08-17,Nashik,18.29,95.08,16.53,22.92
2023-08-17,Aurangabad,23.82,90.82,36.16,21.49
2023-08-17,Solapur,24.61,94.66,32.23,6.12
2023-08-17,Kolhapur,21.52,81.41,18.05,5.68
2023-08-17,Amravati,26.16,91.31,28.27,8.38
2023-08-18,Mumbai,20.18,94.58,12.88,24.35
2023-08-18,Pune,18.13,86.21,22.96,9.28
2023-08-18,Nagpur,25.2,94.43,21.21,13.75
2023-08-18,Nashik,26.19,82.33,38.94,14.54
2023-08-18,Aurangabad,26.22,94.97,38.46,23.44
2023-08-18,Solapur,31.81,98.85,22.37,19.8
2023-08-18,Kolhapur,25.1,99.67,23.0,20.1
2023-08-18,Amravati,28.26,86.55,47.91,16.46
2023-08-19,Mumbai,23.88,84.89,36.14,14.21
2023-08-19,Pune,27.61,93.75,48.17,8.19
2023-08-19,Nagpur,27.45,98.26,6.21,11.96
2023-08-19,Nashik,23.14,88.74,20.34,6.05
2023-08-19,Aurangabad,25.28,85.94,28.45,22.56
2023-08-19,Solapur,23.3,97.33,18.96,7.42
2023-08-19,Kolhapur,24.94,95.49,47.84,8.95
2023-08-19,Amravati,31.23,84.52,30.67,8.67
2023-08-20,Mumbai,24.31,92.09,47.98,18.67
2023-08-20,Pune,21.7,85.91,7.25,24.47
2023-08-20,Nagpur,24.05,86.11,22.32,10.14
2023-08-20,Nashik,20.22,81.99,38.5,20.09
2023-08-20,Aurangabad,24.93,98.29,44.85,17.3
2023-08-20,Solapur,32.04,84.48,49.98,24.51
2023-08-20,Kolhapur,26.09,85.69,5.09,13.26
2023-08-20,Amravati,27.42,92.64,21.03,16.46
2023-08-21,Mumbai,27.64,95.0,15.0,23.15
2023-08-21,Pune,23.21,81.34,32.27,20.57
2023-08-21,Nagpur,28.91,81.17,21.28,12.42
2023-08-21,Nashik,26.62,99.94,16.03,17.58
2023-08-21,Aurangabad,24.94,91.95,23.55,18.81
2023-08-21,Solapur,27.58,99.31,48.55,21.96
2023-08-21,Kolhapur,25.13,97.37,15.72,17.34
2023-08-21,Amravati,27.93,93.24,42.96,9.09
2023-08-22,Mumbai,23.75,99.56,19.9,24.66
2023-08-22,Pune,20.97,85.58,12.9,5.16
2023-08-22,Nagpur,22.42,85.15,25.53,24.71
2023-08-22,Nashik,23.01,87.34,21.98,5.71
2023-08-22,Aurangabad,31.42,96.21,40.55,24.81
2023-08-22,Solapur,29.71,97.01,48.56,10.95
2023-08-22,Kolhapur,26.69,90.3,33.04,10.89
2023-08-22,Amravati,29.07,89.1,6.36,24.71
2023-08-23,Mumbai,23.22,91.78,34.0,17.1
2023-08-23,Pune,22.99,98.6,41.09,22.94
2023-08-23,Nagpur,31.88,86.21,38.63,10.19
2023-08-23,Nashik,21.61,99.95,17.11,10.09
2023-08-23,Aurangabad,24.88,95.07,26.47,23.95
2023-08-23,Solapur,27.71,86.32,32.27,12.02
2023-08-23,Kolhapur,23.49,97.96,40.9,21.14
2023-08-23,Amravati,22.75,87.86,38.73,12.48
2023-08-24,Mumbai,27.88,90.35,49.95,7.32
2023-08-24,Pune,25.78,85.39,38.77,24.89
2023-08-24,Nagpur,27.61,84.28,36.16,20.37
2023-08-24,Nashik,28.89,94.99,9.71,18.4
2023-08-24,Aurangabad,29.99,83.99,17.13,10.52
2023-08-24,Solapur,29.64,83.75,5.8,19.71
2023-08-24,Kolhapur,26.09,88.84,34.47,8.05
2023-08-24,Amravati,26.52,88.34,25.74,23.97
2023-08-25,Mumbai,29.16,91.33,39.05,11.51
2023-08-25,Pune,22.63,88.16,17.82,24.89
2023-08-25,Nagpur,26.79,99.6,43.1,13.18
2023-08-25,Nashik,27.37,92.14,17.08,22.32
2023-08-25,Aurangabad,31.56,91.75,20.84,5.54
2023-08-25,Solapur,32.52,91.33,10.57,22.26
2023-08-25,Kolhapur,25.12,96.19,22.29,20.91
2023-08-25,Amravati,26.28,93.98,17.64,16.28
2023-08-26,Mumbai,27.89,87.09,37.64,6.13
2023-08-26,Pune,23.11,88.2,37.83,7.76
2023-08-26,Nagpur,30.33,80.41,38.29,9.23
2023-08-26,Nashik,25.72,88.75,27.64,20.56
2023-08-26,Aurangabad,25.71,99.56,6.81,6.21
2023-08-26,Solapur,23.18,84.95,21.92,13.03
2023-08-26,Kolhapur,21.81,82.71,43.35,11.68
2023-08-26,Amravati,29.35,87.02,25.2,19.4
2023-08-27,Mumbai,30.61,84.9,16.81,17.92
2023-08-27,Pune,21.21,90.52,33.43,21.75
2023-08-27,Nagpur,21.55,90.11,46.12,6.24
2023-08-27,Nashik,23.58,81.16,38.98,22.06
2023-08-27,Aurangabad,28.82,83.73,19.17,19.11
2023-08-27,Solapur,31.6,91.1,18.69,20.66
2023-08-27,Kolhapur,28.06,94.55,31.86,14.0
2023-08-27,Amravati,31.22,90.98,15.15,10.24
2023-08-28,Mumbai,23.22,81.13,6.74,16.87
2023-08-28,Pune,24.71,81.86,47.18,13.86
2023-08-28,Nagpur,25.95,92.28,12.08,23.35
2023-08-28,Nashik,32.55,93.44,35.72,14.2
2023-08-28,Aurangabad,26.03,97.31,20.33,24.76
2023-08-28,Solapur,28.36,82.8,28.64,15.14
2023-08-28,Kolhapur,22.57,84.65,14.46,18.46
2023-08-28,Amravati,27.69,85.0,27.73,19.13
2023-08-29,Mumbai,23.74,98.26,22.65,20.63
2023-08-29,Pune,23.64,85.97,15.08,16.0
2023-08-29,Nagpur,26.55,94.44,14.75,15.85
2023-08-29,Nashik,21.81,91.56,46.57,13.87
2023-08-29,Aurangabad,21.6,81.15,9.43,19.05
2023-08-29,Solapur,30.75,87.47,33.54,6.04
2023-08-29,Kolhapur,21.87,86.28,18.06,14.09
2023-08-29,Amravati,27.23,95.67,46.37,13.24
2023-08-30,Mumbai,28.51,84.68,36.21,9.27
2023-08-30,Pune,22.68,89.87,7.59,14.76
2023-08-30,Nagpur,25.63,86.43,13.79,14.56
2023-08-30,Nashik,22.89,80.97,37.07,11.3
2023-08-30,Aurangabad,21.4,92.19,27.59,8.54
2023-08-30,Solapur,31.27,93.42,24.43,7.35
2023-08-30,Kolhapur,26.72,80.08,5.18,14.73
2023-08-30,Amravati,29.37,90.6,13.2,18.35
2023-08-31,Mumbai,26.71,92.84,5.84,24.39
2023-08-31,Pune,19.23,92.5,34.21,15.23
2023-08-31,Nagpur,26.72,84.1,7.69,6.46
2023-08-31,Nashik,26.24,85.38,18.9,23.28
2023-08-31,Aurangabad,23.89,87.97,49.99,12.76
2023-08-31,Solapur,26.41,99.85,32.86,9.28
2023-08-31,Kolhapur,20.42,92.96,39.98,24.29
2023-08-31,Amravati,21.58,85.38,10.23,14.97
2023-09-01,Mumbai,29.44,83.54,16.41,24.7
2023-09-01,Pune,19.83,90.49,44.87,15.27
2023-09-01,Nagpur,30.92,82.88,30.89,16.09
2023-09-01,Nashik,24.27,91.97,45.69,6.15
2023-09-01,Aurangabad,26.68,82.53,48.56,21.81
2023-09-01,Solapur,31.77,84.37,33.91,14.19
2023-09-01,Kolhapur,22.66,88.64,26.02,19.31
2023-09-01,Amravati,28.25,84.45,25.54,8.91
2023-09-02,Mumbai,24.06,87.4,48.6,20.91
2023-09-02,Pune,22.62,89.07,36.23,18.82
2023-09-02,Nagpur,30.6,82.96,23.55,10.32
2023-09-02,Nashik,20.81,96.57,26.71,6.92
2023-09-02,Aurangabad,25.83,99.65,11.51,11.4
2023-09-02,Solapur,32.09,85.37,47.64,7.35
2023-09-02,Kolhapur,24.26,86.63,38.83,15.57
2023-09-02,Amravati,31.49,89.88,37.9,6.09
2023-09-03,Mumbai,24.2,99.91,23.26,13.74
2023-09-03,Pune,24.93,97.67,16.99,22.16
2023-09-03,Nagpur,21.02,82.82,22.11,11.96
2023-09-03,Nashik,24.57,92.95,30.8,22.6
2023-09-03,Aurangabad,24.71,99.8,38.71,20.41
2023-09-03,Solapur,24.5,85.41,12.75,9.79
2023-09-03,Kolhapur,27.4,87.25,10.75,6.96
2023-09-03,Amravati,23.88,98.49,9.76,17.47
2023-09-04,Mumbai,21.34,89.98,24.81,15.62
2023-09-04,Pune,26.38,86.86,14.9,15.2
2023-09-04,Nagpur,27.04,85.64,9.29,21.58
2023-09-04,Nashik,25.27,96.38,48.62,18.97
2023-09-04,Aurangabad,26.97,89.11,29.13,18.72
2023-09-04,Solapur,25.16,93.41,35.5,21.86
2023-09-04,Kolhapur,24.24,80.61,39.25,12.28
2023-09-04,Amravati,25.21,83.77,33.3,20.58
2023-09-05,Mumbai,26.58,91.64,9.68,15.49
2023-09-05,Pune,23.22,80.46,34.98,18.41
2023-09-05,Nagpur,24.04,94.58,35.88,21.03
2023-09-05,Nashik,19.79,95.05,44.11,21.93
2023-09-05,Aurangabad,27.4,98.67,24.2,10.11
2023-09-05,Solapur,30.26,91.38,37.35,24.91
2023-09-05,Kolhapur,22.65,85.05,47.2,14.35
2023-09-05,Amravati,27.25,98.6,8.73,6.48
2023-09-06,Mumbai,22.66,87.21,9.63,17.06
2023-09-06,Pune,22.95,88.06,12.44,21.93
2023-09-06,Nagpur,26.12,89.12,12.24,16.01
2023-09-06,Nashik,22.59,93.91,9.66,14.13
2023-09-06,Aurangabad,22.51,93.43,31.99,17.51
2023-09-06,Solapur,26.53,82.45,44.46,24.48
2023-09-06,Kolhapur,23.15,99.73,44.54,5.35
2023-09-06,Amravati,23.47,100.0,16.4,18.2
2023-09-07,Mumbai,22.82,89.55,42.97,14.01
2023-09-07,Pune,21.79,89.02,27.08,16.77
2023-09-07,Nagpur,32.61,95.77,5.55,17.24
2023-09-07,Nashik,22.69,96.76,27.22,24.83
2023-09-07,Aurangabad,25.35,86.32,38.79,22.11
2023-09-07,Solapur,31.21,80.09,16.48,9.57
2023-09-07,Kolhapur,20.54,86.76,10.52,24.42
2023-09-07,Amravati,22.65,84.48,7.53,11.5
2023-09-08,Mumbai,24.17,98.45,12.85,15.2
2023-09-08,Pune,18.14,94.29,9.18,6.58
2023-09-08,Nagpur,33.4,87.89,5.4,22.73
2023-09-08,Nashik,22.01,88.05,40.39,10.3
2023-09-08,Aurangabad,23.11,93.86,23.91,16.46
2023-09-08,Solapur,30.43,87.56,27.53,12.95
2023-09-08,Kolhapur,23.46,85.06,47.29,12.67
2023-09-08,Amravati,31.86,93.09,20.98,20.32
2023-09-09,Mumbai,27.69,93.0,39.66,23.83
2023-09-09,Pune,19.62,86.27,29.43,24.63
2023-09-09,Nagpur,23.99,96.17,14.29,22.32
2023-09-09,Nashik,21.68,85.6,34.55,24.7
2023-09-09,Aurangabad,26.95,86.92,39.9,13.64
2023-09-09,Solapur,30.32,95.91,36.4,13.34
2023-09-09,Kolhapur,24.79,93.34,24.74,13.59
2023-09-09,Amravati,33.91,96.16,14.05,10.04
2023-09-10,Mumbai,22.36,92.13,14.0,20.19
2023-09-10,Pune,24.97,84.71,43.97,10.0
2023-09-10,Nagpur,26.03,97.01,45.89,15.66
2023-09-10,Nashik,27.34,86.94,18.12,19.75
2023-09-10,Aurangabad,24.31,92.69,9.7,15.08
2023-09-10,Solapur,30.72,87.75,38.19,24.58
2023-09-10,Kolhapur,24.07,95.76,40.98,21.84
2023-09-10,Amravati,24.24,99.77,49.06,21.23
2023-09-11,Mumbai,18.78,95.85,49.51,20.79
2023-09-11,Pune,20.49,82.75,28.2,22.54
2023-09-11,Nagpur,26.67,98.79,36.18,7.29
2023-09-11,Nashik,21.7,90.2,20.53,22.81
2023-09-11,Aurangabad,23.23,88.7,9.26,20.84
2023-09-11,Solapur,30.17,81.57,33.23,8.89
2023-09-11,Kolhapur,25.08,95.21,11.58,16.84
2023-09-11,Amravati,26.42,97.72,45.34,23.2
2023-09-12,Mumbai,24.68,91.75,7.62,8.04
2023-09-12,Pune,27.23,91.69,40.77,11.23
2023-09-12,Nagpur,27.48,83.66,35.18,24.16
2023-09-12,Nashik,24.97,88.22,30.96,15.22
2023-09-12,Aurangabad,28.84,99.33,46.13,12.39
2023-09-12,Solapur,33.09,92.03,38.6,19.25
2023-09-12,Kolhapur,23.26,82.63,34.06,5.42
2023-09-12,Amravati,27.78,86.16,47.21,17.99
2023-09-13,Mumbai,26.01,97.45,22.76,14.97
2023-09-13,Pune,20.71,88.45,36.27,22.69
2023-09-13,Nagpur,27.93,94.02,37.88,20.85
2023-09-13,Nashik,26.6,84.95,22.32,12.19
2023-09-13,Aurangabad,27.13,90.51,39.77,18.76
2023-09-13,Solapur,35.97,90.22,28.05,17.45
2023-09-13,Kolhapur,27.09,92.56,31.24,24.14
2023-09-13,Amravati,32.07,90.38,33.34,22.85
2023-09-14,Mumbai,27.94,88.3,21.55,9.25
2023-09-14,Pune,21.6,99.29,8.3,22.42
2023-09-14,Nagpur,23.52,88.5,25.06,14.06
2023-09-14,Nashik,20.48,80.34,18.05,10.48
2023-09-14,Aurangabad,27.75,83.83,27.06,22.85
2023-09-14,Solapur,28.97,89.78,19.16,9.5
2023-09-14,Kolhapur,22.42,93.03,9.45,20.4
2023-09-14,Amravati,31.41,82.18,29.88,7.53
2023-09-15,Mumbai,21.19,95.2,34.3,21.75
2023-09-15,Pune,23.2,93.82,35.12,9.2
2023-09-15,Nagpur,28.87,90.2,38.01,16.56
2023-09-15,Nashik,22.8,90.68,37.02,13.04
2023-09-15,Aurangabad,25.92,86.99,45.35,24.33
2023-09-15,Solapur,27.28,92.39,14.76,9.74
2023-09-15,Kolhapur,21.66,83.14,45.3,17.04
2023-09-15,Amravati,27.97,91.1,22.44,10.35
2023-09-16,Mumbai,28.27,85.15,29.29,20.68
2023-09-16,Pune,20.13,88.82,15.74,18.25
2023-09-16,Nagpur,29.26,89.63,32.58,10.78
2023-09-16,Nashik,24.69,98.72,33.44,18.54
2023-09-16,Aurangabad,25.05,84.9,40.03,13.68
2023-09-16,Solapur,33.02,95.77,17.87,7.91
2023-09-16,Kolhapur,28.16,83.73,26.51,23.96
2023-09-16,Amravati,25.96,80.02,30.45,23.09
2023-09-17,Mumbai,27.3,95.93,34.0,17.29
2023-09-17,Pune,30.34,96.26,22.62,9.4
2023-09-17,Nagpur,28.2,97.34,11.43,18.09
2023-09-17,Nashik,23.35,99.05,48.01,11.71
2023-09-17,Aurangabad,26.35,85.03,42.75,11.62
2023-09-17,Solapur,27.15,91.22,36.84,24.43
2023-09-17,Kolhapur,21.35,96.59,40.46,15.12
2023-09-17,Amravati,27.54,89.75,29.47,11.09
2023-09-18,Mumbai,24.68,87.36,18.9,14.23
2023-09-18,Pune,22.57,99.61,43.48,18.22
2023-09-18,Nagpur,23.81,93.99,9.85,10.07
2023-09-18,Nashik,24.9,85.93,15.69,24.49
2023-09-18,Aurangabad,27.26,81.82,44.54,21.64
2023-09-18,Solapur,27.05,89.27,11.91,11.7
2023-09-18,Kolhapur,20.45,92.56,30.1,17.26
2023-09-18,Amravati,28.04,97.49,19.87,6.02
2023-09-19,Mumbai,24.08,98.13,24.46,17.77
2023-09-19,Pune,22.75,91.02,35.27,10.88
2023-09-19,Nagpur,26.05,96.67,36.7,20.17
2023-09-19,Nashik,25.46,89.32,16.41,12.48
2023-09-19,Aurangabad,22.1,96.6,15.16,9.94
2023-09-19,Solapur,26.21,98.86,29.12,19.7
2023-09-19,Kolhapur,23.14,94.31,43.67,16.74
2023-09-19,Amravati,32.81,85.51,16.86,22.44
2023-09-20,Mumbai,27.45,87.85,7.35,23.07
2023-09-20,Pune,24.06,98.91,28.29,17.61
2023-09-20,Nagpur,25.29,94.26,6.9,11.05
2023-09-20,Nashik,26.15,88.56,14.58,7.16
2023-09-20,Aurangabad,26.76,87.1,9.39,16.43
2023-09-20,Solapur,26.4,91.66,44.02,23.29
2023-09-20,Kolhapur,25.34,81.62,38.88,12.07
2023-09-20,Amravati,30.44,97.53,32.06,13.07
2023-09-21,Mumbai,25.33,81.67,21.15,19.73
2023-09-21,Pune,26.44,95.34,23.47,9.69
2023-09-21,Nagpur,28.16,87.38,19.77,13.54
2023-09-21,Nashik,23.39,91.23,31.69,13.41
2023-09-21,Aurangabad,22.62,82.94,21.66,21.32
2023-09-21,Solapur,24.57,94.04,34.6,5.99
2023-09-21,Kolhapur,21.53,81.74,9.54,13.58
2023-09-21,Amravati,30.38,96.32,14.31,10.28
2023-09-22,Mumbai,21.61,95.12,39.13,6.69
2023-09-22,Pune,20.82,98.13,47.99,10.59
2023-09-22,Nagpur,26.0,86.19,12.1,11.39
2023-09-22,Nashik,25.21,85.05,36.14,21.66
2023-09-22,Aurangabad,26.45,80.16,29.42,20.41
2023-09-22,Solapur,23.11,83.6,48.3,16.77
2023-09-22,Kolhapur,24.79,97.11,17.71,23.5
2023-09-22,Amravati,25.02,84.43,35.59,5.5
2023-09-23,Mumbai,26.79,80.92,27.25,14.18
2023-09-23,Pune,19.92,92.17,20.42,16.2
2023-09-23,Nagpur,27.98,86.66,47.73,23.96
2023-09-23,Nashik,29.51,93.99,41.63,12.53
2023-09-23,Aurangabad,27.28,81.61,32.83,8.8
2023-09-23,Solapur,29.69,89.87,36.26,19.15
2023-09-23,Kolhapur,22.6,98.28,11.51,24.99
2023-09-23,Amravati,23.91,96.84,12.27,7.88
2023-09-24,Mumbai,22.32,91.67,24.23,12.61
2023-09-24,Pune,25.67,87.91,21.98,15.4
2023-09-24,Nagpur,33.56,97.36,16.71,6.23
2023-09-24,Nashik,21.34,84.9,42.86,19.13
2023-09-24,Aurangabad,27.45,87.96,19.9,17.8
2023-09-24,Solapur,22.48,81.2,32.5,12.73
2023-09-24,Kolhapur,17.42,86.0,21.22,23.5
2023-09-24,Amravati,24.84,85.42,37.39,7.72
2023-09-25,Mumbai,22.99,96.67,49.71,16.24
2023-09-25,Pune,19.46,88.73,40.26,14.56
2023-09-25,Nagpur,28.86,90.85,16.51,19.39
2023-09-25,Nashik,24.18,95.38,47.26,13.86
2023-09-25,Aurangabad,21.2,81.99,15.84,8.84
2023-09-25,Solapur,26.32,98.69,41.75,24.56
2023-09-25,Kolhapur,23.47,95.58,8.78,15.65
2023-09-25,Amravati,29.67,83.88,35.22,7.6
2023-09-26,Mumbai,28.35,95.0,44.3,18.28
2023-09-26,Pune,24.78,90.51,40.17,23.43
2023-09-26,Nagpur,27.25,97.84,42.05,18.59
2023-09-26,Nashik,22.02,93.77,25.58,6.06
2023-09-26,Aurangabad,21.81,96.53,47.75,17.39
2023-09-26,Solapur,32.24,88.04,23.74,5.44
2023-09-26,Kolhapur,21.13,88.42,21.7,13.28
2023-09-26,Amravati,25.33,80.22,34.21,13.35
2023-09-27,Mumbai,26.11,92.23,44.81,12.78
2023-09-27,Pune,19.58,90.93,44.49,7.51
2023-09-27,Nagpur,21.62,93.74,25.04,20.95
2023-09-27,Nashik,23.91,85.25,19.09,15.18
2023-09-27,Aurangabad,28.97,80.18,7.19,9.2
2023-09-27,Solapur,31.75,81.78,39.38,19.94
2023-09-27,Kolhapur,20.36,87.35,10.14,8.02
2023-09-27,Amravati,22.8,93.96,30.37,11.07
2023-09-28,Mumbai,25.3,86.95,45.77,19.82
2023-09-28,Pune,16.34,84.34,7.38,8.77
2023-09-28,Nagpur,22.33,82.61,18.1,17.8
2023-09-28,Nashik,22.55,95.36,46.67,24.33
2023-09-28,Aurangabad,32.79,80.0,20.44,21.64
2023-09-28,Solapur,33.65,94.97,18.82,17.43
2023-09-28,Kolhapur,22.06,91.31,48.77,21.86
2023-09-28,Amravati,28.93,87.52,21.31,19.92
2023-09-29,Mumbai,23.72,86.6,23.01,20.69
2023-09-29,Pune,23.35,82.4,31.16,20.58
2023-09-29,Nagpur,30.08,94.61,48.87,6.51
2023-09-29,Nashik,22.46,93.18,18.92,11.01
2023-09-29,Aurangabad,26.08,82.27,12.01,11.59
2023-09-29,Solapur,27.84,81.72,38.92,21.81
2023-09-29,Kolhapur,26.33,95.97,7.65,7.45
2023-09-29,Amravati,20.56,87.09,8.2,17.2
2023-09-30,Mumbai,24.72,80.08,40.4,6.32
2023-09-30,Pune,22.29,97.74,24.86,20.24
2023-09-30,Nagpur,28.07,85.39,13.11,5.81
2023-09-30,Nashik,21.1,85.5,23.23,6.79
2023-09-30,Aurangabad,26.33,87.21,15.1,12.85
2023-09-30,Solapur,27.44,98.42,42.47,23.15
2023-09-30,Kolhapur,19.9,85.71,44.59,17.62
2023-09-30,Amravati,26.55,91.21,16.46,5.02
2023-10-01,Mumbai,23.66,65.54,0.46,5.86
2023-10-01,Pune,18.49,64.81,1.37,24.57
2023-10-01,Nagpur,23.43,66.72,0.64,10.59
2023-10-01,Nashik,18.33,73.64,1.99,5.49
2023-10-01,Aurangabad,23.06,73.11,0.01,15.98
2023-10-01,Solapur,18.33,52.01,0.56,15.95
2023-10-01,Kolhapur,17.89,76.06,0.71,13.01
